rho,seq_length,rep,seed,num_trees,wall_s,pi_i_over_pi_s,dxy_over_pi_i,pi_i,pi_s,dxy,fst
5000,73442,106,104106,7898,18.2,0.6861884601111967,1.9491366294600299,0.0058049367000537365,0.008459682780315262,0.011314614753771568,0.3696374206813322
5000,73442,107,104107,7938,17.59,0.6730567088419535,1.9550729934307582,0.005853162245630369,0.008696387939882793,0.011443359432600464,0.36427976979978394
5000,73442,108,104108,7784,19.46,0.6972148290421698,1.8958778312744324,0.005919156076090844,0.00848971626754203,0.011221996784513988,0.3580076424760398
5000,73442,109,104109,7790,18.38,0.6633687686604375,1.993018191901502,0.005742940430405037,0.008657236670942389,0.01144578475280388,0.3709397209387584
5000,73442,110,104110,7934,19.72,0.662894121087431,1.9989340675712908,0.0057346400743815956,0.008650914062979355,0.011463167409940932,0.37253144689810136
5000,73442,111,104111,7875,19.73,0.6752734023868427,1.9399441099223054,0.005784462349246652,0.008566104230968832,0.011221533663488385,0.36057908791433446
5000,73442,112,104112,8005,17.83,0.6703992739849663,1.9670206433718866,0.005767208247687512,0.008602646917271037,0.011344217677825941,0.36664406603168886
5000,73442,113,104113,7919,17.34,0.6872712601002725,1.9352484500988147,0.005959704861936622,0.008671546750066494,0.011533509597109217,0.36570687834385107
5000,73442,114,104114,8059,21.7,0.6740385962646223,1.9956760027243043,0.005889309172823289,0.008737347097719004,0.01175315298882756,0.3777560674805196
5000,73442,115,104115,7967,19.25,0.6768229900737762,1.9621513370018475,0.005838937691201654,0.008626978954372085,0.011456879397461806,0.3686798933757405
5000,73442,116,104116,7869,16.29,0.6685836457113689,2.0005944514586385,0.005811256798286776,0.00869189193538175,0.011625968106653816,0.3762606003809682
5000,73442,117,104117,8075,19.44,0.6776465800993988,1.9765527094133348,0.005802339101004078,0.008562485625107082,0.011468629071024543,0.3737340079119027
5000,73442,118,104118,7896,15.09,0.6803814993116523,1.9813732689977195,0.005779555874438761,0.008494581172894892,0.0114514575162917,0.3767545735105685
5000,73442,119,104119,7789,16.53,0.675416421891429,1.9532763435654719,0.005687013661819464,0.008420010940648454,0.011108309251165608,0.36502377258772967
